"subject" "activity" "tBodyAcc-std()-X" "tBodyAcc-std()-Y" "tBodyAcc-std()-Z" "tBodyAcc-min()-X" "tBodyAcc-min()-Y" "tBodyAcc-min()-Z" "tGravityAcc-std()-X" "tGravityAcc-std()-Y" "tGravityAcc-std()-Z" "tGravityAcc-min()-X" "tGravityAcc-min()-Y" "tGravityAcc-min()-Z" "tBodyAccJerk-std()-X" "tBodyAccJerk-std()-Y" "tBodyAccJerk-std()-Z" "tBodyAccJerk-min()-X" "tBodyAccJerk-min()-Y" "tBodyAccJerk-min()-Z" "tBodyGyro-std()-X" "tBodyGyro-std()-Y" "tBodyGyro-std()-Z" "tBodyGyro-min()-X" "tBodyGyro-min()-Y" "tBodyGyro-min()-Z" "tBodyGyroJerk-std()-X" "tBodyGyroJerk-std()-Y" "tBodyGyroJerk-std()-Z" "tBodyGyroJerk-min()-X" "tBodyGyroJerk-min()-Y" "tBodyGyroJerk-min()-Z" "tBodyAccMag-std()" "tBodyAccMag-min()" "tGravityAccMag-std()" "tGravityAccMag-min()" "tBodyAccJerkMag-std()" "tBodyAccJerkMag-min()" "tBodyGyroMag-std()" "tBodyGyroMag-min()" "tBodyGyroJerkMag-std()" "tBodyGyroJerkMag-min()" "fBodyAcc-std()-X" "fBodyAcc-std()-Y" "fBodyAcc-std()-Z" "fBodyAcc-min()-X" "fBodyAcc-min()-Y" "fBodyAcc-min()-Z" "fBodyAccJerk-std()-X" "fBodyAccJerk-std()-Y" "fBodyAccJerk-std()-Z" "fBodyAccJerk-min()-X" "fBodyAccJerk-min()-Y" "fBodyAccJerk-min()-Z" "fBodyGyro-std()-X" "fBodyGyro-std()-Y" "fBodyGyro-std()-Z" "fBodyGyro-min()-X" "fBodyGyro-min()-Y" "fBodyGyro-min()-Z" "fBodyAccMag-std()" "fBodyAccMag-min()" "fBodyBodyAccJerkMag-std()" "fBodyBodyAccJerkMag-min()" "fBodyBodyGyroMag-std()" "fBodyBodyGyroMag-min()" "fBodyBodyGyroJerkMag-std()" "fBodyBodyGyroJerkMag-min()"
16 "SITTING" -0.986825605362319 -0.951607872463768 -0.939672247101449 0.841500337101449 0.680536293768116 0.826829415362319 -0.980158243333333 -0.968023206956522 -0.945813561478261 0.955085477391304 -0.0696414142028986 0.0775843234637681 -0.990861134782609 -0.981800970724638 -0.983487212898551 0.987505823623188 0.983456924782609 0.976584562753623 -0.981037373333333 -0.958336595507246 -0.960287831304348 0.823523653768116 0.890855156666667 0.802392554347826 -0.98958327942029 -0.990621793333333 -0.988364321449275 0.988467919275362 0.99214319884058 0.987069082898551 -0.941051236086957 -0.991233413043478 -0.941051236086957 -0.991233413043478 -0.983615334057971 -0.984732774492754 -0.937942404637681 -0.941426417956522 -0.988261252608696 -0.991170343188406 -0.986892418405797 -0.949829260434783 -0.934652146521739 -0.984208344057971 -0.970108278695652 -0.97359364057971 -0.991567867681159 -0.983230774492754 -0.984362469130435 -0.994218092028985 -0.989312154927536 -0.984367314927536 -0.982057861449275 -0.954343752463768 -0.964270052318841 -0.988029538115942 -0.963565914347826 -0.952703118565217 -0.942588250115942 -0.961008004217391 -0.982190554782609 -0.983918842463768 -0.938863215072464 -0.931745667391304 -0.987506348985507 -0.991887464637681
17 "SITTING" -0.9944439053125 -0.96185862984375 -0.96572919578125 0.8465628325 0.68488514890625 0.82822976015625 -0.99019661703125 -0.9667201059375 -0.9566106440625 0.9617030959375 0.0132818725859375 -0.142992631651563 -0.99434060296875 -0.98863700234375 -0.990529261875 0.9908827509375 0.99100747484375 0.9879309490625 -0.98963832578125 -0.98612868078125 -0.9797052259375 0.83344823125 0.90801203203125 0.81626151375 -0.9952559371875 -0.9949818809375 -0.9938412575 0.99456115875 0.9950588078125 0.994436779375 -0.96506519109375 -0.9900718390625 -0.96506519109375 -0.9900718390625 -0.99144649921875 -0.985190835 -0.97541025484375 -0.95098034859375 -0.994446755625 -0.99373870375 -0.99465731359375 -0.959789141875 -0.96292107328125 -0.992510099375 -0.9715184321875 -0.9791552215625 -0.9946131621875 -0.98991581109375 -0.99081824828125 -0.99536172734375 -0.98884669390625 -0.986538484375 -0.99004126046875 -0.984813098125 -0.9809696453125 -0.9920493703125 -0.9918986546875 -0.98635096671875 -0.9653996796875 -0.97519036234375 -0.99031962640625 -0.988386536875 -0.97471085296875 -0.97980688609375 -0.99362452375 -0.99427752515625
18 "SITTING" -0.994347988596491 -0.974928131052632 -0.977572717017544 0.845480159824561 0.687507466140351 0.833494779649123 -0.994043771403509 -0.984035479473684 -0.978340183157895 0.929168439122807 0.148771789473684 0.159995952368421 -0.991624662105263 -0.984002717017544 -0.990153121754386 0.989204599122807 0.986765145614035 0.98616201122807 -0.991956958947368 -0.986753343859649 -0.981525495438596 0.83778711631579 0.907715972280702 0.817805300877193 -0.994170190701754 -0.994224162105263 -0.992814325087719 0.993910409122807 0.995425269122807 0.993887835964912 -0.981595285964912 -0.992399625614035 -0.981595285964912 -0.992399625614035 -0.991159350526316 -0.981614498421053 -0.981372675614035 -0.97773324122807 -0.994868913508772 -0.991825657192982 -0.994906565789474 -0.974980068596491 -0.975722121403509 -0.994163171754386 -0.98711728368421 -0.988594529298246 -0.992039060701754 -0.985694744385965 -0.990141676315789 -0.995627636666667 -0.987867383157895 -0.987424640175439 -0.992575399473684 -0.985710087894737 -0.98279727631579 -0.994934362982456 -0.994165866491228 -0.988426468421053 -0.982226151578947 -0.988330132982456 -0.991044297894737 -0.987673690350877 -0.981252632807018 -0.986514642105263 -0.994967621754386 -0.994479674035088
19 "SITTING" -0.976357663013699 -0.950388943972603 -0.951929615068493 0.828337232328767 0.673509718219178 0.822139712328767 -0.969355010136986 -0.96996981369863 -0.960394960821918 0.597940222191781 0.372853715342466 0.482519463835616 -0.987043285479452 -0.979267729041096 -0.986704740273973 0.981464607534247 0.982972944931507 0.982902673972603 -0.984625306849315 -0.959758309589041 -0.96559497630137 0.835589884520548 0.897885328767123 0.804098911917808 -0.988464752739726 -0.987465915068493 -0.98531069 0.985933253561644 0.988903564246575 0.98507702 -0.951755657260274 -0.986732199178082 -0.951755657260274 -0.986732199178082 -0.984205184931507 -0.982820104383562 -0.950491807945205 -0.930004028219178 -0.985831284657534 -0.989515248219178 -0.975204245342466 -0.948053070136986 -0.947514931780822 -0.981944635890411 -0.976987425616438 -0.979853011232877 -0.988576991369863 -0.980999857671233 -0.988151915753425 -0.991941275616438 -0.989756708356164 -0.982179184109589 -0.985576048219178 -0.955598610136986 -0.967869249178082 -0.993264580410959 -0.97589773890411 -0.986562728219178 -0.952802277671233 -0.970424908356164 -0.983687272739726 -0.98332060890411 -0.950484417260274 -0.97033790369863 -0.985416444657534 -0.990950719315069
20 "SITTING" -0.983081858939394 -0.93612270469697 -0.929106396818182 0.83168101530303 0.664201829848485 0.80938668 -0.985829034393939 -0.966983534242424 -0.935854966151515 0.939200442575758 0.087015890380303 0.138870166045455 -0.982078229242424 -0.970896863484848 -0.976522488787879 0.976299384848485 0.974358923939394 0.971264891818182 -0.976309017121212 -0.960104508636364 -0.945771803484848 0.814214555454545 0.890886437727273 0.78889831030303 -0.977414910909091 -0.979684097272727 -0.979742084090909 0.970226787727273 0.979770083030303 0.98399114 -0.937764028181818 -0.986497530757576 -0.937764028181818 -0.986497530757576 -0.972537871515151 -0.978114136363636 -0.941069909848485 -0.932911555454545 -0.97507615 -0.984853619848485 -0.98397837530303 -0.935031700454545 -0.924947175454545 -0.986285766969697 -0.965550336227273 -0.968119928636364 -0.983565760757576 -0.972776577272727 -0.978458923030303 -0.989934427575758 -0.984130201212121 -0.980548560757576 -0.978433538484848 -0.958015696363636 -0.949176822121212 -0.991788661515152 -0.984731816212121 -0.968862192272727 -0.942151231515152 -0.961450944272727 -0.972597744242424 -0.978901912878788 -0.943725755909091 -0.967186234242424 -0.975226588333333 -0.985409970606061
21 "SITTING" -0.991777287176471 -0.966877560941176 -0.959567861764706 0.842903634235294 0.679006817058823 0.826487504941177 -0.992936404470588 -0.979355363176471 -0.965426493882353 0.957792956352941 0.0409952879376471 -0.0629202727529412 -0.989439392235294 -0.979002804823529 -0.985823622941176 0.986732847176471 0.984128558823529 0.982530884823529 -0.988410501294118 -0.976380487294118 -0.976972658588235 0.841475742117647 0.903214830352941 0.812946968705882 -0.989472968470588 -0.989722663529412 -0.987954515294118 0.989008141529412 0.991718834588235 0.989488757529412 -0.971994251294118 -0.990776417882353 -0.971994251294118 -0.990776417882353 -0.986520865058824 -0.982359714823529 -0.971225061647059 -0.961352935176471 -0.990302232705882 -0.987412221176471 -0.992375229411765 -0.96756129 -0.956412505058824 -0.993423245764706 -0.978340400235294 -0.983343281294118 -0.990027822470588 -0.980347168823529 -0.986845672352941 -0.994227227411765 -0.986925333882353 -0.981498191411765 -0.98955931 -0.974723217647059 -0.979130678470588 -0.99339687 -0.987548552 -0.987856211882353 -0.974447593176471 -0.977331060235294 -0.986991549529412 -0.982631112352941 -0.972027251294118 -0.982659322235294 -0.991062204823529 -0.991052119529412
22 "SITTING" -0.978466823709677 -0.928059133795645 -0.917564853870968 0.823085625967742 0.669032219354839 0.808178258387097 -0.972009988709677 -0.954225015274194 -0.927950649854839 0.85355807983871 0.216550351274194 0.299845705612903 -0.981664149193548 -0.964782832419355 -0.978928356290323 0.971717211935484 0.958493000645161 0.970471601774194 -0.981099172419355 -0.950173478548387 -0.946501417741936 0.824832917096774 0.881865449516129 0.784144502096774 -0.985671250322581 -0.980275619354839 -0.97954410516129 0.984543182419355 0.978909430645161 0.977637030806452 -0.924336184035484 -0.984514597580645 -0.924336184035484 -0.984514597580645 -0.968576776774194 -0.976774808548387 -0.933268487096774 -0.947174571290323 -0.976503766290323 -0.988429897419355 -0.97862319016129 -0.926995253483871 -0.909344305645161 -0.984594175967742 -0.970333351290323 -0.969817152741935 -0.984299609032258 -0.969776055483871 -0.981272224354839 -0.990153202419355 -0.980392958064516 -0.978340281612903 -0.982373346290323 -0.946107943548387 -0.951045695483871 -0.991543251129032 -0.978319159677419 -0.96657052983871 -0.926798029822581 -0.971313092903226 -0.967026275967742 -0.973655685 -0.93356300983871 -0.964813038870968 -0.976318114516129 -0.982055209032258
23 "SITTING" -0.987607636617647 -0.934933559264706 -0.905584390323529 0.832434494411765 0.671219954852941 0.806428835441176 -0.984536722205882 -0.960917426323529 -0.923953600294118 0.950796974117647 0.134544093922059 0.04833693825 -0.984561803823529 -0.978045837794118 -0.975978995 0.978139176029412 0.982633357941176 0.969641004558824 -0.980363734264706 -0.948109526029412 -0.9597186325 0.820299760441176 0.886859928823529 0.794684767794118 -0.987084633970588 -0.980727445294118 -0.988130142058824 0.983372927205882 0.982202921470588 0.989782734558823 -0.924963263235294 -0.988612425147059 -0.924963263235294 -0.988612425147059 -0.973668776323529 -0.982687639705882 -0.937006097352941 -0.924578118735294 -0.979226997941177 -0.988158699411765 -0.988345258235294 -0.930781487205882 -0.896125263911765 -0.993256310147059 -0.971827471911765 -0.973518224705882 -0.986019630441176 -0.979564696911765 -0.977936447205882 -0.992295961323529 -0.982994273970588 -0.980155096617647 -0.981523241176471 -0.943733421029412 -0.961914054264706 -0.988916823970588 -0.970585988676471 -0.975722809558824 -0.927090118382353 -0.973617685882353 -0.972117016617647 -0.979907755735294 -0.938680776617647 -0.9548167025 -0.978499038088235 -0.986485001323529
24 "SITTING" -0.990593766617647 -0.956255962058824 -0.957056111470588 0.839087480882353 0.678432012352941 0.827264347058824 -0.989660149852941 -0.971692544705882 -0.963406795735294 0.937514905147059 0.196647342205882 0.102921282897059 -0.988564382205882 -0.979573678088235 -0.984662946764706 0.985339201029412 0.984183630294118 0.979936218823529 -0.988111648676471 -0.977954005147059 -0.971277654117647 0.834164482647059 0.902280483970588 0.809918225588235 -0.991442007794118 -0.989780810588235 -0.989850160294118 0.990342700147059 0.990703365441176 0.990983425588235 -0.963779683235294 -0.989945493676471 -0.963779683235294 -0.989945493676471 -0.985418456176471 -0.980490139117647 -0.969257162647059 -0.961594559852941 -0.990724530735294 -0.989391710588235 -0.991100005441176 -0.954998005147059 -0.954402697794118 -0.994061277941176 -0.977730627794118 -0.976769295441177 -0.9892888075 -0.981550132794118 -0.986008449264706 -0.992868061323529 -0.986589008676471 -0.983354162794118 -0.988891551764706 -0.976252427794118 -0.972851787647059 -0.993204232941176 -0.992001212205882 -0.982904136764706 -0.965852262058824 -0.978267233235294 -0.98561372 -0.984457537941177 -0.969105899117647 -0.983904639705882 -0.990933058235294 -0.992651306911765
25 "SITTING" -0.991892828615385 -0.947457617061538 -0.965139552153846 0.844281834 0.676727357076923 0.828703130769231 -0.988879980615385 -0.963415016923077 -0.969459982461538 0.883805647538462 0.218395260646154 0.162806453117785 -0.992278621692308 -0.982870991692308 -0.988433153384615 0.989251904769231 0.985079284923077 0.984153354 -0.989907584153846 -0.981193501846154 -0.972637558615385 0.834959732923077 0.904268556615385 0.813921781384615 -0.992304653846154 -0.991315767692308 -0.991491387846154 0.991840533076923 0.992548163692308 0.992438905230769 -0.960003414461538 -0.991600813846154 -0.960003414461538 -0.991600813846154 -0.988311804923077 -0.983309401538462 -0.970639125692308 -0.962480454615385 -0.991766403076923 -0.989923596307692 -0.992124279384615 -0.944842993230769 -0.962090614615385 -0.991975190923077 -0.961627066953846 -0.983016046307692 -0.992750109846154 -0.984068025384615 -0.989156105538462 -0.995138226461538 -0.987503112 -0.983913578307692 -0.990550003076923 -0.979828883230769 -0.974172870615385 -0.995411466461538 -0.992649584923077 -0.979630645076923 -0.961997268307692 -0.966912296923077 -0.987618801076923 -0.987885101692308 -0.970321897230769 -0.982680046153846 -0.992019559538462 -0.992769528
26 "SITTING" -0.979768987948718 -0.94079896551282 -0.950004414102564 0.823121061923077 0.681533206538462 0.831754258461538 -0.965082925641026 -0.949286700807692 -0.944580863846154 0.794180942692308 0.230171012061282 0.302290571371795 -0.99225839525641 -0.986215215641026 -0.99000871051282 0.990391449230769 0.98859633051282 0.986283820384615 -0.991027700512821 -0.973444813846154 -0.966441338076923 0.836896147307692 0.90061964025641 0.805261784871795 -0.995882512051282 -0.993139833846154 -0.991929788974359 0.995217077435897 0.994116823589744 0.993376599358974 -0.933602783410256 -0.984247208333333 -0.933602783410256 -0.984247208333333 -0.989986111666667 -0.983776051666667 -0.964742022307692 -0.946966338602564 -0.994033207051282 -0.991668849487179 -0.978755176794872 -0.937783538974359 -0.94478134025641 -0.973087688717949 -0.945675164487179 -0.974139302564103 -0.99329986051282 -0.987754588717949 -0.990693114358974 -0.992439652948718 -0.988037787051282 -0.987312661153846 -0.991318436410256 -0.969488188974359 -0.968266666923077 -0.993815182692308 -0.98914589525641 -0.970519136153846 -0.934587699141026 -0.94258208874359 -0.989521272820513 -0.985964558205128 -0.963650652307692 -0.976601850769231 -0.99420976974359 -0.993963635384615
27 "SITTING" -0.988580107714286 -0.971579125714286 -0.965858735142857 0.837737037285714 0.684785659857143 0.835284553857143 -0.982445738 -0.982553336571429 -0.967268066 0.857738486714286 0.2293892866 0.268931377828571 -0.990658097857143 -0.985097470714286 -0.988904001571429 0.987941323571429 0.988085067285714 0.984936467714286 -0.988492425142857 -0.982067465142857 -0.975713310142857 0.834212547428571 0.904519394714286 0.809542093714286 -0.993640318285714 -0.992226442142857 -0.991766787571429 0.993069656 0.993213845857143 0.991624946857143 -0.969526674714286 -0.992562745714286 -0.969526674714286 -0.992562745714286 -0.989200539571429 -0.981452985142857 -0.970782132714286 -0.953062155 -0.992112829571429 -0.991729176428571 -0.988659196428571 -0.971266062714286 -0.963220672571429 -0.988113109285714 -0.977898579571429 -0.979429176428571 -0.991292270714286 -0.986083114 -0.989282516857143 -0.994210587142857 -0.989101497857143 -0.986058560714286 -0.988984618428571 -0.981037690285714 -0.977595519142857 -0.992809116142857 -0.988903291571429 -0.979490687571429 -0.970885296857143 -0.973089523857143 -0.988531651142857 -0.985040298285714 -0.970528266285714 -0.978176235142857 -0.991967776285714 -0.993789445857143
28 "SITTING" -0.983272806805556 -0.939905244861111 -0.936667245694444 0.8277408875 0.664375254861111 0.811493229305556 -0.989132499583333 -0.971766352361111 -0.956087679583333 0.925074347361111 -0.0918366992222222 0.128388004986111 -0.976286679444444 -0.962219452777778 -0.976327426666667 0.966427881666667 0.966660475833333 0.973404371666667 -0.979671983472222 -0.956316505972222 -0.9566328025 0.82615342375 0.890919231111111 0.791635467777778 -0.982155662638889 -0.980713868611111 -0.971001691388889 0.980113683611111 0.983499252638889 0.974150392916667 -0.947782703333333 -0.986707673888889 -0.947782703333333 -0.986707673888889 -0.970301646111111 -0.976720697916667 -0.951065984027778 -0.9705685575 -0.978441918333333 -0.9833254725 -0.984956708611111 -0.939885478333333 -0.9330454775 -0.990033091805556 -0.981847623611111 -0.978434372777778 -0.977786782222222 -0.96399042625 -0.978327769444444 -0.989567085416667 -0.983477553333333 -0.982683145555556 -0.98161514125 -0.953207017222222 -0.961561036111111 -0.988709419583333 -0.984986391944444 -0.985484010694444 -0.952281424444444 -0.979874419861111 -0.970823336388889 -0.977879285972222 -0.953534292638889 -0.976336748611111 -0.97839537 -0.987700888333333
29 "SITTING" -0.9907450195 -0.963222497833333 -0.968063878166667 0.8447900275 0.680884674 0.828878391666667 -0.984679151833333 -0.973604289833333 -0.966032045333333 0.906270938166667 0.1696930491 0.280733854166667 -0.993525560333333 -0.9840551 -0.990168733 0.991348596333333 0.985651708666667 0.987474697833333 -0.990178704833333 -0.988334019666667 -0.971227991666667 0.83359077 0.908549176666667 0.804791991833333 -0.9933220295 -0.995319164666667 -0.9928337675 0.992223048333333 0.996182384166667 0.993158057 -0.9692903165 -0.9901900095 -0.9692903165 -0.9901900095 -0.990531729333333 -0.984743446 -0.971578024666667 -0.947732508333333 -0.994905344 -0.991799417666667 -0.990617521 -0.961693949333333 -0.965800974333333 -0.992038556333333 -0.9794426645 -0.978106625 -0.9942201755 -0.985493318833333 -0.990445861666667 -0.995253357333333 -0.991209114833333 -0.985772279 -0.990727755166667 -0.987259808666667 -0.972912517166667 -0.995112177833333 -0.993291619833333 -0.9737200815 -0.971218019833333 -0.970320556 -0.989822909333333 -0.986137775833333 -0.971011373 -0.97517958 -0.994742028 -0.9949193415
30 "SITTING" -0.983622744193548 -0.937857000806452 -0.950654041290323 0.830585183709677 0.678703138064516 0.829097562096774 -0.978364712258065 -0.959361306774194 -0.956635663064516 0.84058892016129 0.126814825801613 0.336749682096774 -0.988864577419355 -0.980420928387097 -0.988164381290323 0.984468157903226 0.984270711290323 0.985204527903226 -0.988132669516129 -0.976477561935484 -0.955053200806452 0.83401956983871 0.902977800483871 0.797170945967742 -0.993868545483871 -0.992491322903226 -0.988124495645161 0.993236130483871 0.992543473709677 0.986902957903226 -0.942901466612903 -0.988474602580645 -0.942901466612903 -0.988474602580645 -0.98605764 -0.982891675806452 -0.960641288225806 -0.958825526451613 -0.991280225 -0.992416280806452 -0.983231005483871 -0.933992577903226 -0.946203823387097 -0.989597512903226 -0.969494181774194 -0.974803957903226 -0.990017564516129 -0.981902116451613 -0.988971211935484 -0.993999322419355 -0.986265528387097 -0.986096097258065 -0.988484803225806 -0.973804950806452 -0.95730868516129 -0.994228873064516 -0.988047258709677 -0.967077103225806 -0.943543732580645 -0.967266169193548 -0.985294959032258 -0.982657107903226 -0.959513937258065 -0.972569029032258 -0.990946424516129 -0.994031237903226
1 "STANDING" -0.995759901509434 -0.973190056415094 -0.979775876981132 0.848946458679245 0.684994965849057 0.837719699245283 -0.99376298509434 -0.981225957924528 -0.976324063584906 0.961168260943396 -0.248024904528302 0.00938141516471698 -0.994604542264151 -0.98564873245283 -0.992251177358491 0.992459266037736 0.989492329245283 0.98942738490566 -0.987191946603774 -0.98773444 -0.980645626981132 0.84001630490566 0.911768682264151 0.813972506981132 -0.992945106981132 -0.995137917358491 -0.992108467169811 0.99307723245283 0.995094464339623 0.993578066037736 -0.981942928867925 -0.993111619622641 -0.981942928867925 -0.993111619622641 -0.993096209433962 -0.987130896226415 -0.978690028679245 -0.976637274528302 -0.994733238679245 -0.991342545471698 -0.99602834509434 -0.972293102075472 -0.977937259622642 -0.995319346415094 -0.987767022264151 -0.989838321509434 -0.995073759245283 -0.987018226792453 -0.992349818113208 -0.995837950943396 -0.991093494339623 -0.985854584150943 -0.987497128679245 -0.987107727735849 -0.98234533 -0.995445307735849 -0.990385674716981 -0.986047156037736 -0.982313804716981 -0.985784738490566 -0.992536003396226 -0.989114954528302 -0.978466072075472 -0.986122480566038 -0.994671123207547 -0.993849913962264
2 "STANDING" -0.987271889259259 -0.957304989259259 -0.949741851296296 0.833698080925926 0.673386829814815 0.828659836666667 -0.986685818703704 -0.97419442037037 -0.945927078703704 0.913570337222222 -0.34605691462963 0.11519525245037 -0.981085715555556 -0.97105943962963 -0.982841446481482 0.975714857222222 0.977089787962963 0.979144853888889 -0.972998629814815 -0.971441996481481 -0.964856701851852 0.82451882 0.899966242222222 0.794552969444444 -0.979324000740741 -0.983447258518519 -0.973610118333333 0.977707245740741 0.982273044259259 0.97673763462963 -0.957874965 -0.98811815037037 -0.957874965 -0.98811815037037 -0.976675280185185 -0.980308086481481 -0.95394338037037 -0.971112472037037 -0.977204427777778 -0.984663441111111 -0.989056469814815 -0.957908842222222 -0.946433583518518 -0.987891733888889 -0.985525357037037 -0.979972376296296 -0.983007923703704 -0.973520241111111 -0.984599905185185 -0.989528703518519 -0.985272963703704 -0.984132331296296 -0.97498812462963 -0.97103605037037 -0.969754295740741 -0.987332752037037 -0.989615243333333 -0.984502900185185 -0.960519381481482 -0.978951254074074 -0.97516046 -0.980019406296296 -0.956788725740741 -0.980018669259259 -0.977754298148148 -0.983015609074074
3 "STANDING" -0.96674254295082 -0.893449307213115 -0.911419015081967 0.800094241803279 0.644027902131148 0.81253224 -0.982020428032787 -0.957425321803279 -0.928161577377049 0.949053275409836 -0.285284768360656 0.00950846340983607 -0.957086489344262 -0.941686785737705 -0.973059634918033 0.947715536721311 0.95223161147541 0.966379804098361 -0.900462227540984 -0.927788618196721 -0.91236408147541 0.773694153442623 0.876238866393443 0.751094875098361 -0.940937642459016 -0.968433747868853 -0.958293011803279 0.943122707213115 0.968498389016393 0.966435845081967 -0.915143303606557 -0.976299603114754 -0.915143303606557 -0.976299603114754 -0.948770043278689 -0.967754173442623 -0.88212522147541 -0.939508663770492 -0.957679766885246 -0.973221176885246 -0.969931287377049 -0.89243434852459 -0.904801254590164 -0.982438976721312 -0.965624507540984 -0.975999420491803 -0.960570921803279 -0.943948547213115 -0.975595949508197 -0.984636564918033 -0.966404443442623 -0.982435711639344 -0.901985672459016 -0.923125941147541 -0.919743846065574 -0.972154487868853 -0.972416362295082 -0.967396893934426 -0.921836076557377 -0.970653130983607 -0.94820681442623 -0.964766828852459 -0.883439718032787 -0.965561130327869 -0.957121510491803 -0.978681741311475
4 "STANDING" -0.97692058 -0.86159737875 -0.896880538392857 0.828504749107143 0.641330126607143 0.807574318214286 -0.972908355892857 -0.917613464821429 -0.899404775267857 0.96476514875 -0.0762165602142857 0.143234161714286 -0.972586541964286 -0.938354677857143 -0.973054201071429 0.967549219642857 0.949353929821429 0.967453910357143 -0.909687974464286 -0.949227146964286 -0.909995038571429 0.775966442678571 0.889191690178571 0.753492039821429 -0.949633878571429 -0.976065174642857 -0.957982019464286 0.951127802142857 0.979221245714286 0.9643760325 -0.890976683392857 -0.976927453571429 -0.890976683392857 -0.976927453571429 -0.958159482142857 -0.96652384125 -0.885144317678571 -0.929568786428571 -0.964282784285714 -0.973678790178571 -0.978737637678571 -0.857380281803571 -0.887554317678571 -0.978308200892857 -0.952128678392857 -0.958674495 -0.975706723571429 -0.944075308928571 -0.976229505535714 -0.98736964875 -0.97062004125 -0.975702425535714 -0.912464793928571 -0.945825840178571 -0.91665163125 -0.960277560178571 -0.983158425535714 -0.969048133035714 -0.895340042142857 -0.96154247625 -0.96003249875 -0.970394901785714 -0.887194404285714 -0.942295515357143 -0.9664302175 -0.9774181875
5 "STANDING" -0.968591815714286 -0.869439913392857 -0.869327321785714 0.814425205 0.643829860892857 0.774749985535714 -0.974088206071429 -0.931973943392857 -0.914608495714286 0.969870195178571 -0.0338693902428571 0.120041105660714 -0.962647080178571 -0.931217140714286 -0.963832118928571 0.944653886964286 0.941139309821429 0.951400921071429 -0.910395222321429 -0.933738104107143 -0.907471555714286 0.775150150714286 0.873525421428571 0.737549407303571 -0.941930044107143 -0.961177741607143 -0.944755343035714 0.941836730357143 0.964147404464286 0.954399603392857 -0.87977380125 -0.9765011 -0.87977380125 -0.9765011 -0.942962047678571 -0.970153433928571 -0.867041711785714 -0.93940328375 -0.947970723571429 -0.970723932857143 -0.97066840875 -0.867933178017857 -0.858231387857143 -0.983420660178571 -0.953977980892857 -0.957987407142857 -0.965778920714286 -0.936202600714286 -0.96807230125 -0.983794088214286 -0.965049955 -0.968071148035714 -0.912780915714286 -0.931857811428571 -0.91678935625 -0.979035992678571 -0.978970462857143 -0.975951271964286 -0.886745170714286 -0.958290207142857 -0.943601960178571 -0.961902085178571 -0.868913993928571 -0.956879543571429 -0.946196462857143 -0.971460734821429
6 "STANDING" -0.981758159649123 -0.921493191754386 -0.925692371929825 0.825806424035088 0.653953063508772 0.80143040122807 -0.985583066842105 -0.96844910122807 -0.942795062280702 0.960486924561403 -0.209329872982456 0.00222138164736842 -0.973132635789474 -0.949362277017544 -0.967547241754386 0.965179193333333 0.957009485438597 0.956766189298246 -0.947561298596491 -0.94248658631579 -0.947782155964912 0.793935819473684 0.873275484561403 0.783328352105263 -0.946423593157895 -0.962422163684211 -0.962758177192982 0.940246137719298 0.963170142807018 0.964565356842105 -0.939310249649123 -0.980690592280702 -0.939310249649123 -0.980690592280702 -0.956099145964912 -0.973661993333333 -0.915891572982456 -0.969829573508772 -0.952536233859649 -0.973894756140351 -0.984067374035088 -0.921449111052632 -0.922067224210526 -0.98701547245614 -0.980082936491228 -0.979253232807018 -0.975235677719298 -0.950681450350877 -0.969895845789474 -0.989676430175439 -0.982398029122807 -0.977547476666667 -0.952817395263158 -0.942539174210526 -0.95445570245614 -0.980421630175439 -0.982905942807017 -0.977880611754386 -0.94456410754386 -0.98269168877193 -0.95538157877193 -0.970485856666667 -0.923108761578947 -0.963546447192982 -0.952088499473684 -0.972502400701754
7 "STANDING" -0.979307570377358 -0.923400921886792 -0.917064168490566 0.823636338867925 0.660726355660377 0.807734824716981 -0.987917503962264 -0.966162998679245 -0.939161014716981 0.974451805849057 -0.099121292245283 -0.0643572392641509 -0.976403544716981 -0.965810609622642 -0.972060053207547 0.973017736226415 0.972773292264151 0.965660345471698 -0.945247687358491 -0.949646946792453 -0.951630777358491 0.800739040188679 0.879124026226415 0.795495273773585 -0.96598339754717 -0.976837757358491 -0.978166790943396 0.967137021132075 0.975547276792453 0.983163990943396 -0.933590156792453 -0.981638870943396 -0.933590156792453 -0.981638870943396 -0.968566356037736 -0.972338462075472 -0.918438958867924 -0.973904401320755 -0.97210793 -0.982996971886792 -0.980541336037736 -0.919118753018868 -0.912358813773585 -0.987572236415094 -0.977431660754717 -0.969273344339623 -0.978729082830189 -0.966850290188679 -0.974533710754717 -0.986463829245283 -0.980643525660377 -0.978384954528302 -0.947891986226415 -0.945818157735849 -0.954339406415094 -0.972359748679245 -0.988091596981132 -0.990050576981132 -0.93728796509434 -0.971581939433962 -0.969092161886792 -0.97897067 -0.919848139056604 -0.964195903962264 -0.971899418301887 -0.982470708113208
